Date Range:,8/18/2017 00:00:00 - 10/16/2017 23:59:59

Date,Time,BV104:AIR VOLUME,BIE03P,BIE01:FREQ OUTPUT,BV104:CLG FLOW MIN,BVB17:AIR VOLUME,BIE21P,BH111A:EXH FLOW,BIOAT27,BI1RRT,BVB39:CTL STPT,BIE03C,BI2SAT,BVB02B:CLG FLOW MAX,BV104:CLG FLOW MAX,BIE20C,BV204:CTL FLOW MIN,BI2CCT,BI1CFM,BI3RRT,BIE25P,BIE03:FREQ OUTPUT,BI.LAB.HW.TEMP,BVB02B:CLG FLOW MIN,BI3DSC,BIE19C,BI1VFD:FREQ OUTPUT,BI2HT1,BIE01P,BI3SAC,BI1CCT,BV204:CTL FLOW MAX,BI3SAT,BVB02B:CTL TEMP,BV204:AIR VOLUME,BIE20P,BI2RRT,BI1HRT,BI2HT2,BV204:CLG FLOW MAX,BV108A:CLG FLOW MIN,BV108A:CLG FLOW MAX,BVB39:CTL TEMP,BI2CFM,BI2DSP,BIE01C,BIA2VFD:FREQ OUTPUT,BI1DSP,BI2HRT,BIHRRT,BIE23P,BV108A:CTL TEMP,BIE20:FREQ OUTPUT,BH111A:FLOW HI STPT,BI1RRC,BV104:CTL FLOW MIN,BI2RRC,BV108A:AIR VOLUME,BH111A:FLOW LO STPT,BI3HT2,BI2HRC,BI3RRC,BH111A:FLOW STPT,BI3HT1,BI1SAT,BVB39:AIR VOLUME,BIHRST,BI1DSC,BIE21C,BVB02B:CTL STPT,BI1HMC,BV104:CTL TEMP,BV108A:CTL STPT,BV104:CTL STPT,BV204:CLG FLOW MIN,BI2PHT,BIE19P,BV104:CTL FLOW MAX,BI2SAC,BI3DSP,BI1SAC,BI3HRT,BI2DSC,BV204:CTL STPT,BV204:CTL TEMP,BIE25C,BI1OCC,BIE19:FREQ OUTPUT,BVB17:CTL STPT
8/24/2017,08:30:00,160.13,50.47,8027.50,1.50,1.51,35.00,63.33,ON,32.00,81.05,55.00,55.13,52.3,78.38,78.45,60.38,2200,220,70.00,70.75,512,75.50,264,79.50,73.00,52.86,19650.61,1.50,1.51,55.00,60.78,62.93,60.83,61.57,32.00,81.73,55.00,55.02,46.1,1.19,1601.999878,1727.646973,596.823486,1727.646973,1.20,1.20,62.25,62.84,61.38,32.00,80.83,55.00,54.95,58.2,1.20,1.19,33.7,1.20,1.20,42.8,1.25,1.25,36.3,1.20,1.20,1.20,1.24,2.00,1.68,80,288,88,288,88,74.00,74.00,0,308,0,74.00,69.25,84,288,84,288,84,74.00,71.50
8/24/2017,08:45:00,146.79,50.41,8009.54,1.50,1.50,35.00,62.69,ON,32.00,81.01,55.00,55.02,51.9,78.38,78.49,61.08,2200,220,70.00,71.75,512,75.50,264,79.50,73.25,52.53,19044.77,1.50,1.55,55.00,61.50,63.54,61.69,62.51,32.00,81.77,55.00,54.95,45.8,1.18,1570.588135,1727.646973,596.823486,1727.646973,1.20,1.19,62.79,63.30,61.81,32.00,80.79,55.00,55.05,58.4,1.20,1.22,34.1,1.20,1.24,43.1,1.25,1.27,36.1,1.20,1.20,1.20,1.24,2.00,1.66,84,288,88,288,88,74.00,74.00,0,308,0,74.00,69.50,84,288,84,288,84,74.00,71.50
8/24/2017,09:00:00,148.71,50.61,7982.04,1.50,1.50,35.00,65.46,ON,32.00,81.05,55.00,55.23,52.1,78.42,78.49,61.60,2200,220,70.00,71.25,508,75.50,268,79.50,73.50,52.53,18650.37,1.50,1.56,55.00,62.72,65.09,62.70,63.48,32.00,81.80,55.00,55.02,45.6,1.21,1601.999878,1727.646973,596.823486,1727.646973,1.20,1.20,64.13,64.64,63.00,32.00,80.83,55.00,55.13,58.4,1.20,1.20,33.7,1.20,1.20,42.9,1.25,1.24,35.7,1.20,1.18,1.20,1.24,2.00,1.66,84,288,88,288,88,74.00,74.00,0,308,0,74.00,69.50,84,288,84,288,84,74.00,71.50
8/24/2017,09:15:00,151.58,50.44,8219.75,1.50,1.50,35.00,65.03,ON,32.00,81.05,55.00,55.02,52.5,78.38,78.49,62.09,2200,220,70.00,71.00,512,75.50,264,79.50,73.75,52.43,17926.05,1.50,1.57,55.00,64.23,66.38,64.28,65.17,32.00,81.80,55.00,54.87,44.8,1.21,1570.588135,1727.646973,596.823486,1727.646973,1.20,1.20,65.57,66.11,64.44,32.00,80.83,55.00,54.98,59.3,1.20,1.20,33.7,1.20,1.20,41.1,1.25,1.25,35.7,1.20,1.15,1.20,1.20,2.00,1.63,92,288,88,288,88,74.00,74.00,0,308,0,74.00,69.75,88,288,84,288,84,74.00,71.50
8/24/2017,09:30:00,157.70,50.70,8069.89,1.50,1.49,35.00,67.29,ON,32.00,81.05,55.00,55.27,52.8,78.45,78.49,62.54,2200,220,70.00,71.25,508,75.50,260,79.50,73.50,53.18,18132.20,1.50,1.48,55.00,64.52,66.89,64.39,65.35,32.00,81.77,55.00,55.27,44.5,1.18,1601.999878,1727.646973,596.823486,1727.646973,1.20,1.19,66.03,66.54,64.87,32.00,80.87,55.00,55.02,59.3,1.20,1.19,33.9,1.20,1.24,41.3,1.25,1.25,36.0,1.20,1.22,1.20,1.18,2.00,1.66,100,288,88,288,88,74.00,74.00,0,308,0,74.00,69.75,88,288,84,288,84,74.00,71.50
8/24/2017,09:45:00,85.52,50.79,8098.02,1.50,1.51,35.00,67.29,ON,32.00,81.08,55.00,55.27,52.4,78.45,78.56,63.03,2200,220,70.00,70.75,512,75.50,264,79.50,73.75,52.82,18116.42,1.50,1.53,55.00,65.03,67.28,65.26,66.11,32.00,81.84,55.00,54.95,44.4,1.21,1601.999878,1727.646973,596.823486,1727.646973,1.20,1.20,66.43,67.08,65.44,32.00,80.90,55.00,55.20,59.4,1.20,1.20,34.2,1.20,1.18,41.5,1.25,1.27,36.1,1.20,1.21,1.20,1.21,2.00,1.69,92,288,88,288,88,74.00,74.00,0,308,0,74.00,69.75,84,288,84,288,84,74.00,71.75
8/24/2017,10:00:00,156.61,50.69,8110.19,1.50,1.50,35.00,67.04,ON,32.00,81.12,55.00,55.16,52.5,78.49,78.56,63.77,2200,220,70.00,72.00,508,75.50,268,79.50,74.00,52.64,18283.98,1.50,1.48,55.00,66.00,68.33,65.87,66.83,32.00,81.80,55.00,54.87,44.3,1.22,1586.294067,1727.646973,596.823486,1727.646973,1.20,1.21,67.08,67.66,65.95,32.00,80.90,55.00,54.91,59.5,1.20,1.20,34.2,1.20,1.20,43.4,1.25,1.23,36.1,1.20,1.19,1.20,1.22,2.00,1.59,100,288,88,288,88,74.00,74.00,0,308,0,74.00,69.75,88,288,84,288,84,74.00,71.75
8/24/2017,10:15:00,149.98,50.72,8124.20,1.50,1.49,35.00,68.48,ON,32.00,81.12,55.00,55.23,52.5,78.49,78.60,64.47,2200,220,70.00,71.00,516,75.50,264,79.50,74.00,52.75,18247.46,1.50,1.49,55.00,66.75,69.19,66.77,67.51,32.00,81.80,55.00,55.09,44.3,1.20,1586.294067,1727.646973,596.823486,1727.646973,1.20,1.20,67.69,68.34,66.67,32.00,80.90,55.00,54.87,59.5,1.20,1.19,34.2,1.20,1.19,41.6,1.25,1.27,36.2,1.20,1.23,1.20,1.22,2.00,1.66,80,288,88,288,88,74.00,74.00,0,308,0,74.00,69.75,80,288,84,288,84,74.00,71.75
8/24/2017,10:30:00,147.96,50.80,8100.83,1.50,1.51,35.00,68.81,ON,32.00,81.12,55.00,55.34,52.6,78.49,78.60,64.98,2200,220,70.00,70.75,512,75.50,268,79.50,74.00,52.61,18465.50,1.50,1.45,55.00,66.79,68.97,66.80,67.44,32.00,81.87,55.00,55.02,44.4,1.20,1586.294067,1727.646973,596.823486,1727.646973,1.20,1.21,67.83,68.38,66.74,32.00,80.94,55.00,55.02,59.5,1.20,1.21,34.2,1.20,1.20,42.0,1.25,1.29,36.2,1.20,1.20,1.20,1.23,2.00,1.65,88,288,88,288,88,74.00,74.00,0,308,0,74.00,69.75,84,288,84,288,84,74.00,71.75
8/24/2017,10:45:00,149.85,50.86,8218.83,1.50,1.51,35.00,68.91,ON,32.00,81.15,55.00,55.34,52.6,78.53,78.60,64.96,2200,220,70.00,70.75,512,75.50,268,79.50,74.00,52.57,18614.57,1.50,1.51,55.00,67.19,69.15,67.34,67.87,32.00,81.91,55.00,54.87,44.7,1.20,1554.882324,1727.646973,596.823486,1727.646973,1.20,1.21,68.37,68.96,67.21,32.00,80.97,55.00,55.09,59.5,1.20,1.20,34.0,1.20,1.18,42.0,1.25,1.26,36.2,1.20,1.20,1.20,1.20,2.00,1.63,88,288,88,288,88,74.00,74.00,0,308,0,74.00,69.75,84,288,84,288,84,74.00,71.50
8/24/2017,11:00:00,150.03,50.84,8235.42,1.50,1.50,35.00,69.74,ON,32.00,81.15,55.00,55.41,52.6,78.53,78.60,65.78,2200,220,70.00,70.75,512,75.50,264,79.50,74.00,52.86,18496.44,1.50,1.51,55.00,68.01,70.20,68.03,68.99,32.00,81.95,55.00,55.09,44.6,1.19,1586.294067,1727.646973,596.823486,1727.646973,1.20,1.19,69.09,69.68,67.89,32.00,81.01,55.00,54.95,59.5,1.20,1.21,34.2,1.20,1.19,42.0,1.25,1.26,36.3,1.20,1.23,1.20,1.20,2.00,1.66,92,288,88,288,88,74.00,74.00,0,308,0,74.00,69.75,88,288,84,288,84,74.00,71.50
8/24/2017,11:15:00,149.90,50.96,8329.70,1.50,1.51,35.00,70.10,ON,32.00,81.23,55.00,55.49,52.8,78.56,78.60,65.90,2200,220,70.00,70.75,512,75.50,264,79.50,74.00,52.35,18517.04,1.50,1.50,55.00,68.37,70.60,68.46,69.38,32.00,81.98,55.00,54.87,44.6,1.21,1570.588135,1727.646973,596.823486,1727.646973,1.20,1.23,69.67,70.25,68.50,32.00,81.01,55.00,55.02,59.5,1.20,1.19,34.2,1.20,1.20,42.1,1.25,1.27,36.3,1.20,1.20,1.20,1.18,2.00,1.64,72,288,88,288,88,74.00,74.00,0,308,0,74.00,70.00,80,288,84,288,84,74.00,71.50
8/24/2017,11:30:00,147.66,50.94,8020.89,1.50,1.49,35.00,69.63,ON,32.00,81.23,55.00,55.45,52.9,78.56,78.60,66.75,2200,220,70.00,70.75,508,75.50,264,79.50,74.00,52.57,18599.21,1.50,1.45,55.00,68.19,70.20,68.17,69.13,32.00,82.02,55.00,54.87,44.6,1.22,1601.999878,1727.646973,596.823486,1727.646973,1.20,1.20,69.49,70.14,68.43,32.00,81.08,55.00,54.91,59.5,1.20,1.21,34.1,1.20,1.21,42.0,1.25,1.26,36.1,1.20,1.18,1.20,1.18,2.00,1.63,88,288,88,288,88,74.00,74.00,0,308,0,74.00,70.00,88,288,84,288,84,74.00,71.50
8/24/2017,11:45:00,150.08,51.24,8083.97,1.50,1.50,35.00,71.00,ON,32.00,81.26,55.00,55.74,53.1,78.60,78.67,67.09,2200,220,70.00,70.75,512,75.50,264,79.50,74.00,52.61,18645.26,1.50,1.52,55.00,69.85,72.25,69.76,70.61,32.00,82.02,55.00,54.87,44.8,1.20,1601.999878,1727.646973,596.823486,1727.646973,1.20,1.21,71.07,71.66,69.87,32.00,81.12,55.00,55.23,59.5,1.20,1.20,34.2,1.20,1.18,42.0,1.25,1.24,36.5,1.20,1.17,1.20,1.25,2.00,1.65,96,288,88,288,88,74.00,74.00,0,308,0,74.00,70.00,88,288,84,288,84,74.00,72.00
8/24/2017,12:00:00,151.57,50.98,8195.74,1.50,1.48,35.00,70.10,ON,32.00,81.33,55.00,55.49,52.7,78.67,78.71,67.52,2200,220,70.00,71.50,508,75.50,268,79.50,74.25,52.57,18434.52,1.50,1.51,55.00,69.17,71.50,69.11,69.92,32.00,82.02,55.00,54.87,44.7,1.20,1617.705811,1727.646973,596.823486,1727.646973,1.20,1.18,70.53,71.04,69.37,32.00,81.15,55.00,54.73,59.5,1.20,1.21,34.2,1.20,1.20,42.0,1.25,1.23,36.4,1.20,1.20,1.20,1.20,2.00,1.67,88,288,88,288,88,74.00,74.00,0,308,0,74.00,70.25,80,288,84,288,84,74.00,72.25
8/24/2017,12:15:00,149.64,51.26,8177.21,1.50,1.50,35.00,71.18,ON,32.00,81.37,55.00,55.67,53.0,78.63,78.67,67.77,2200,220,70.00,71.50,512,75.50,264,79.50,74.25,53.15,18614.57,1.50,1.48,55.00,70.03,72.21,69.83,70.93,32.00,82.09,55.00,55.20,44.7,1.19,1554.882324,1727.646973,596.823486,1727.646973,1.20,1.20,71.33,71.80,69.94,32.00,81.19,55.00,55.38,59.5,1.20,1.19,34.2,1.20,1.21,42.0,1.25,1.27,36.3,1.20,1.18,1.20,1.24,2.00,1.63,88,288,88,288,88,74.00,74.00,0,308,0,74.00,70.25,80,288,84,288,84,74.00,72.25
8/24/2017,12:30:00,151.29,51.08,8278.57,1.50,1.49,35.00,70.97,ON,32.00,81.41,55.00,55.63,53.0,78.67,78.71,68.36,2200,220,70.00,71.00,512,75.50,264,79.50,74.25,52.75,18660.59,1.50,1.47,55.00,69.89,72.14,69.90,70.82,32.00,82.20,55.00,54.87,44.7,1.20,1554.882324,1727.646973,596.823486,1727.646973,1.20,1.20,71.00,71.58,69.84,32.00,81.26,55.00,54.77,59.5,1.20,1.20,34.2,1.20,1.20,42.0,1.25,1.22,36.3,1.20,1.20,1.20,1.23,2.00,1.66,96,288,88,288,88,74.00,74.00,0,308,0,74.00,70.25,88,288,84,288,84,74.00,72.25
8/24/2017,12:45:00,149.20,51.35,8189.26,1.50,1.50,35.00,71.83,ON,32.00,81.48,55.00,55.77,53.0,78.71,78.71,69.01,2200,220,70.00,71.00,512,75.50,268,79.50,74.50,52.53,18547.89,1.50,1.51,55.00,71.22,73.15,71.20,71.87,32.00,82.23,55.00,54.98,44.9,1.19,1570.588135,1727.646973,596.823486,1727.646973,1.20,1.20,72.08,72.59,70.70,32.00,81.30,55.00,55.05,59.5,1.20,1.19,34.2,1.20,1.19,42.0,1.25,1.27,36.3,1.20,1.20,1.20,1.19,2.00,1.66,84,288,88,288,88,74.00,74.00,0,308,0,74.00,70.25,80,288,84,288,84,74.00,72.25
8/24/2017,13:00:00,150.52,51.24,8256.56,1.50,1.50,35.00,71.58,ON,32.00,81.48,55.00,55.70,52.6,78.71,78.78,69.24,2200,220,70.00,71.00,516,75.50,268,79.50,74.50,52.68,18475.82,1.50,1.53,55.00,70.43,72.72,70.33,71.29,32.00,82.23,55.00,55.09,44.9,1.21,1586.294067,1727.646973,596.823486,1727.646973,1.20,1.18,71.65,72.20,70.45,32.00,81.33,55.00,54.98,59.5,1.20,1.19,34.2,1.20,1.20,42.3,1.25,1.27,36.3,1.20,1.20,1.20,1.20,2.00,1.64,76,288,88,288,88,74.00,74.00,0,308,0,74.00,70.50,88,288,84,288,84,74.00,72.50
8/24/2017,13:15:00,150.40,51.53,8382.32,1.50,1.51,35.00,72.01,ON,32.00,81.55,55.00,55.95,52.9,78.71,78.74,69.28,2200,220,70.00,71.50,516,75.50,264,79.50,74.50,52.53,18351.61,1.50,1.50,55.00,71.00,73.33,70.87,71.69,32.00,82.31,55.00,54.91,44.7,1.20,1554.882324,1727.646973,596.823486,1727.646973,1.20,1.19,72.19,72.81,70.92,32.00,81.44,55.00,55.27,59.5,1.20,1.19,34.2,1.20,1.19,42.1,1.25,1.25,34.8,1.20,1.20,1.20,1.23,2.00,1.59,88,288,88,288,88,74.00,74.00,0,308,0,74.00,70.50,80,288,84,288,84,74.00,72.50
8/24/2017,13:30:00,149.75,51.33,8423.82,1.50,1.49,35.00,71.58,ON,32.00,81.66,55.00,55.88,53.0,78.78,78.85,69.62,2200,220,70.00,71.50,512,75.50,268,79.50,74.50,52.64,18465.50,1.50,1.45,55.00,70.75,73.19,70.76,71.51,32.00,82.31,55.00,54.98,44.7,1.20,1570.588135,1727.646973,596.823486,1727.646973,1.20,1.19,72.05,72.66,70.92,32.00,81.48,55.00,54.91,59.5,1.20,1.20,34.2,1.20,1.19,42.1,1.25,1.22,34.8,1.20,1.22,1.20,1.20,2.00,1.62,84,288,88,288,88,74.00,74.00,0,308,0,74.00,70.25,84,288,84,288,84,74.00,72.00
8/24/2017,13:45:00,152.58,51.35,8008.59,1.50,1.50,35.00,71.65,ON,32.00,81.66,55.00,55.85,52.6,78.81,78.85,69.57,2200,220,70.00,71.00,508,75.50,268,79.50,74.50,52.25,18444.85,1.50,1.51,55.00,70.46,72.83,70.51,71.43,32.00,82.38,55.00,54.77,44.8,1.21,1476.352905,1727.646973,596.823486,1727.646973,1.20,1.22,71.90,72.56,70.81,32.00,81.55,55.00,54.84,59.5,1.20,1.23,34.0,1.20,1.19,41.3,1.25,1.13,34.9,1.20,1.19,1.20,1.15,2.00,1.57,84,288,88,288,88,74.00,74.00,0,308,0,74.00,70.25,80,288,84,288,84,74.00,71.75
8/24/2017,14:00:00,148.91,51.66,8159.58,1.50,1.49,35.00,72.30,ON,32.00,81.73,55.00,56.13,53.0,78.89,78.89,69.97,2200,220,70.00,71.25,512,75.50,268,79.50,74.50,52.68,18604.33,1.50,1.49,55.00,71.22,73.44,71.05,71.83,32.00,82.45,55.00,55.09,44.7,1.20,1507.764648,1727.646973,596.823486,1727.646973,1.20,1.21,72.23,72.70,70.84,32.00,81.59,55.00,55.13,59.4,1.20,1.20,34.2,1.20,1.21,42.6,1.25,1.16,34.9,1.20,1.21,1.20,1.21,2.00,1.62,88,288,88,288,88,74.00,74.00,0,308,0,74.00,70.00,88,288,84,288,84,74.00,71.50
8/24/2017,14:15:00,160.38,51.09,8328.78,1.50,1.50,35.00,72.05,ON,32.00,81.80,55.00,55.63,53.0,78.92,78.92,70.17,2200,220,70.00,71.50,508,75.50,264,79.50,74.50,52.75,18242.23,1.50,1.48,55.00,71.22,73.33,71.30,72.19,32.00,82.59,55.00,54.95,44.7,1.20,1586.294067,1727.646973,596.823486,1727.646973,1.20,1.20,72.44,72.95,71.13,32.00,81.66,55.00,54.33,59.4,1.20,1.20,34.2,1.20,1.19,42.3,1.25,1.25,34.9,1.20,1.19,1.20,1.21,2.00,1.59,84,288,88,288,88,74.00,74.00,0,308,0,74.00,70.00,88,288,84,288,84,74.00,71.50
8/24/2017,14:30:00,148.00,50.45,8025.61,1.50,1.49,35.00,73.45,ON,32.00,81.87,55.00,54.98,52.9,78.92,78.92,70.26,2200,220,70.00,70.75,516,75.50,264,79.50,74.50,52.71,18701.40,1.50,1.44,55.00,72.26,74.41,71.99,72.80,32.00,82.59,55.00,55.13,44.7,1.21,1570.588135,1727.646973,596.823486,1727.646973,1.20,1.21,73.02,73.49,71.60,32.00,81.77,55.00,54.84,59.4,1.20,1.20,34.2,1.20,1.19,42.3,1.25,1.26,34.9,1.20,1.18,1.20,1.17,2.00,1.57,96,288,88,288,88,74.00,74.00,0,308,0,74.00,70.00,80,288,84,288,84,74.00,71.50
8/24/2017,14:45:00,150.08,50.18,8212.37,1.50,1.50,35.00,72.69,ON,32.00,81.91,55.00,54.69,52.9,78.96,78.96,70.67,2200,220,70.00,71.00,516,75.50,264,79.50,74.50,53.29,18655.48,1.50,1.51,55.00,71.65,74.01,71.56,72.44,32.00,82.67,55.00,55.38,45.1,1.20,1570.588135,1727.646973,596.823486,1727.646973,1.20,1.21,72.77,73.28,71.49,32.00,81.77,55.00,54.91,59.4,1.20,1.20,34.3,1.20,1.20,42.2,1.25,1.26,36.3,1.20,1.23,1.20,1.22,2.00,1.64,88,288,88,288,88,74.00,74.00,0,308,0,74.00,70.00,88,288,84,288,84,74.00,71.50
8/24/2017,15:00:00,150.01,50.24,8320.59,1.50,1.50,35.00,72.30,ON,32.00,81.98,55.00,54.69,52.5,78.99,78.99,71.07,2200,220,70.00,71.00,512,75.50,264,79.50,74.50,52.93,18568.43,1.50,1.54,55.00,71.54,73.91,71.45,72.26,32.00,82.77,55.00,55.20,44.9,1.20,1586.294067,1727.646973,596.823486,1727.646973,1.20,1.18,72.69,73.28,71.49,32.00,81.80,55.00,54.91,59.6,1.20,1.21,34.7,1.20,1.20,42.4,1.25,1.25,36.6,1.20,1.21,1.20,1.18,2.00,1.67,84,288,88,288,88,74.00,74.00,0,308,0,74.00,70.00,84,288,84,288,84,74.00,71.25
8/24/2017,15:15:00,149.21,50.63,8140.98,1.50,1.49,35.00,72.33,ON,32.00,82.02,55.00,55.13,52.7,78.99,79.03,70.69,2200,220,70.00,71.50,508,75.50,264,79.50,74.50,53.07,18599.21,1.50,1.50,55.00,71.47,73.55,71.48,72.12,32.00,82.77,55.00,55.23,44.7,1.19,1586.294067,1727.646973,596.823486,1727.646973,1.20,1.21,72.48,73.06,71.28,32.00,81.91,55.00,55.20,59.6,1.20,1.20,34.7,1.20,1.20,42.5,1.25,1.25,36.3,1.20,1.21,1.20,1.13,2.00,1.65,88,288,88,288,88,74.00,74.00,0,308,0,74.00,70.00,88,288,84,288,84,74.00,71.25
8/24/2017,15:30:00,151.18,54.23,8199.43,1.50,1.50,35.00,72.23,ON,32.00,82.09,55.00,58.69,53.2,78.99,79.03,70.98,2200,220,70.00,71.00,512,75.50,264,79.50,74.50,53.87,18914.22,1.50,1.46,55.00,71.90,74.38,71.92,72.62,32.00,82.88,55.00,56.24,44.9,1.19,1633.411621,1727.646973,596.823486,1727.646973,1.20,1.20,73.16,73.78,72.00,32.00,81.98,55.00,56.85,59.6,1.20,1.19,34.8,1.20,1.20,43.8,1.25,1.33,36.3,1.20,1.17,1.20,1.23,2.00,1.64,100,288,88,288,88,74.00,74.00,0,308,0,74.00,70.00,88,288,84,288,84,74.00,71.25
8/24/2017,15:45:00,149.45,52.98,8284.98,1.50,1.50,35.00,72.62,ON,32.00,82.16,55.00,57.36,52.6,79.07,79.10,71.03,2200,220,70.00,70.75,508,75.50,264,79.50,74.50,53.00,18914.22,1.50,1.53,55.00,72.08,74.41,71.95,72.77,32.00,82.88,55.00,55.34,45.0,1.20,1633.411621,1727.646973,596.823486,1727.646973,1.20,1.20,73.16,73.78,72.00,32.00,81.98,55.00,56.85,59.6,1.20,1.19,34.8,1.20,1.20,43.8,1.25,1.33,36.3,1.20,1.17,1.20,1.23,2.00,1.64,100,288,88,288,88,74.00,74.00,0,308,0,74.00,70.00,88,288,84,288,84,74.00,71.25
8/24/2017,16:00:00,150.51,52.75,8255.64,1.50,1.49,35.00,73.09,ON,32.00,82.16,55.00,57.11,52.7,79.10,79.10,71.40,2200,220,70.00,71.25,512,75.50,264,79.50,74.75,52.64,18650.37,1.50,1.49,55.00,72.15,74.16,72.24,72.84,32.00,82.99,55.00,55.09,44.7,1.20,1507.764648,1727.646973,596.823486,1727.646973,1.20,1.19,73.13,73.71,71.85,32.00,82.02,55.00,54.84,59.6,1.20,1.20,34.8,1.20,1.19,42.8,1.25,1.16,36.3,1.20,1.16,1.20,1.26,2.00,1.62,100,288,88,288,88,74.00,74.00,0,308,0,74.00,70.00,84,288,84,288,84,74.00,71.00
8/24/2017,16:15:00,150.66,52.56,8292.29,1.50,1.49,35.00,72.37,ON,32.00,82.23,55.00,56.96,52.7,79.10,79.14,70.67,2200,220,70.00,72.25,512,75.50,268,79.50,74.75,52.71,18367.19,1.50,1.50,55.00,71.65,73.62,71.77,72.41,32.00,83.03,55.00,54.98,44.7,1.21,1539.176392,1727.646973,596.823486,1727.646973,1.20,1.19,72.69,73.28,71.46,32.00,82.13,55.00,54.84,59.6,1.20,1.20,34.6,1.20,1.23,42.5,1.25,1.23,36.6,1.20,1.19,1.20,1.21,2.00,1.64,88,288,88,288,88,74.00,74.00,0,308,0,74.00,70.25,88,288,84,288,84,74.00,71.00
8/24/2017,16:30:00,148.94,52.34,8194.81,1.50,1.50,35.00,72.55,ON,32.00,82.31,55.00,56.82,53.0,79.14,79.21,70.37,2200,220,70.00,71.50,512,75.50,264,79.50,74.75,52.53,18803.04,1.50,1.49,55.00,71.65,73.65,71.66,72.26,32.00,83.17,55.00,55.09,44.7,1.19,1586.294067,1727.646973,596.823486,1727.646973,1.20,1.19,72.73,73.28,71.42,32.00,82.16,55.00,54.87,59.6,1.20,1.19,34.6,1.20,1.19,43.1,1.25,1.27,36.5,1.20,1.19,1.20,1.21,2.00,1.64,100,288,88,288,88,74.00,74.00,0,308,0,74.00,70.25,80,288,84,288,84,74.00,71.00
8/24/2017,16:45:00,151.21,52.19,8095.21,1.50,1.50,35.00,72.44,ON,32.00,82.34,55.00,56.67,52.9,79.21,79.25,70.62,2200,220,70.00,70.75,520,75.50,268,79.50,74.75,52.68,18604.33,1.50,1.49,55.00,71.65,73.98,71.63,72.59,32.00,83.17,55.00,55.02,44.9,1.21,1586.294067,1727.646973,596.823486,1727.646973,1.20,1.20,72.91,73.49,71.64,32.00,82.16,55.00,54.98,59.6,1.20,1.22,34.8,1.20,1.20,42.4,1.25,1.25,36.4,1.20,1.19,1.20,1.23,2.00,1.65,84,288,88,288,88,74.00,74.00,0,308,0,74.00,70.25,80,288,84,288,84,74.00,71.00
8/24/2017,17:00:00,149.09,52.09,8325.14,1.50,1.50,35.00,72.37,ON,32.00,82.38,55.00,56.46,52.5,79.25,79.28,70.46,2200,220,70.00,71.50,512,75.50,268,79.50,75.00,52.64,18686.11,1.50,1.54,55.00,71.43,73.65,71.34,72.37,32.00,83.28,55.00,55.20,44.8,1.20,1586.294067,1727.646973,596.823486,1727.646973,1.20,1.20,72.55,73.10,71.28,32.00,82.23,55.00,55.05,59.6,1.20,1.21,34.9,1.20,1.23,42.6,1.25,1.26,36.5,1.20,1.17,1.20,1.19,2.00,1.61,92,288,88,288,88,74.00,74.00,0,308,0,74.00,70.50,88,288,84,288,84,74.00,71.50
8/24/2017,17:15:00,150.45,51.36,8179.07,1.50,1.50,35.00,72.12,ON,32.00,82.45,55.00,55.77,51.6,79.28,79.32,70.31,2200,220,70.00,71.25,512,75.50,264,79.50,75.00,52.68,17104.47,1.50,1.61,55.00,71.51,73.73,71.52,72.19,32.00,83.28,55.00,55.16,43.2,1.19,1586.294067,1727.646973,596.823486,1727.646973,1.20,1.19,72.41,73.06,71.13,32.00,82.27,55.00,55.05,58.6,1.20,1.19,35.1,1.20,1.20,42.3,1.25,1.25,34.9,1.20,1.20,1.20,1.19,2.00,1.60,24,288,88,288,0,80.00,74.00,0,308,0,78.00,70.75,0,288,84,288,0,80.00,71.50
8/24/2017,17:30:00,149.75,51.43,8164.22,1.50,1.51,35.00,72.08,ON,32.00,82.45,55.00,55.88,51.6,79.28,79.32,70.01,2200,220,70.00,71.75,516,75.50,268,79.50,74.75,52.86,16817.92,1.50,1.54,55.00,71.51,73.51,71.66,72.26,32.00,83.28,55.00,55.31,42.7,1.20,1586.294067,1727.646973,596.823486,1727.646973,1.20,1.19,72.55,73.13,71.28,32.00,82.31,55.00,55.34,58.6,1.20,1.18,35.1,1.20,1.19,42.4,1.25,1.25,34.9,1.20,1.19,1.20,1.21,2.00,1.57,44,288,88,288,0,80.00,74.00,0,308,0,78.00,70.75,0,288,84,288,0,80.00,71.50
8/24/2017,17:45:00,150.22,51.66,7997.22,1.50,1.50,35.00,71.72,ON,32.00,82.49,55.00,56.03,51.6,79.32,79.35,69.78,2200,220,70.00,72.25,512,75.50,264,79.50,74.75,52.68,17031.89,1.50,1.51,55.00,71.00,73.40,70.94,71.79,32.00,83.39,55.00,54.91,42.5,1.22,1617.705811,1727.646973,596.823486,1727.646973,1.20,1.20,72.19,72.84,71.02,32.00,82.31,55.00,54.91,58.6,1.20,1.19,35.1,1.20,1.20,42.4,1.25,1.22,35.0,1.20,1.22,1.20,1.20,2.00,1.60,52,288,88,288,0,80.00,74.00,0,308,0,78.00,71.00,0,288,84,288,0,80.00,71.50
