Timestamp,Gould Library - Gould Library - Electricity (kWh),Gould Library - Gould Library - Steam (kBTU),Gould Library - Gould Library - Water (gal),Hulings Hall - Hulings Hall - Electricity (kWh),Hulings Hall - Hulings Hall - Steam (kBTU),Hulings Hall - Hulings Hall - Steam Condensate (kBTU),Hulings Hall - Hulings Hall - Water (gal),Language & Dining Center - LDC - Electricity (kWh),Language & Dining Center - LDC - Steam Condensate (kBTU),Olin Hall - Olin Hall  - Steam Condensate (kBTU),Olin Hall - Olin Hall - Electricity (kWh),Olin Hall - Olin Hall - Steam (kBTU),Olin Hall - Olin Hall - Water (gal),Recreation Center - Recreation Center - Electricity (kWh),Recreation Center - Recreation Center - Steam (new) (kBTU),Recreation Center - Recreation Center - Steam (Old Meter) (kBTU),Recreation Center - Recreation Center - Water (gal),Sayles-Hill Campus Center - Sayles-Hill Campus Center - Electricity (kWh),Sayles-Hill Campus Center - Sayles-Hill Campus Center - Steam (kBTU),Sayles-Hill Campus Center - Sayles-Hill Campus Center - Water (gal)
11/2/16 04:00,7,0.13017,0,29.875,142.04875,324.34312,20,4.5,0,162.17156,10.5,0.13017,0,9.75,243.25734,,0,9,0,0
11/2/16 04:15,7,0.05006,0,31.5,82.85426,0,20,4.69,81.08578,0,10.5,0.0801,0,17.25,729.77203,,0,9,0,10
11/2/16 04:30,7,0.04005,0,29.875,82.84425,243.25734,20,4.5,0,81.08578,10.5,0.09011,0,17.25,324.34312,,0,9,0.01001,0
11/2/16 04:45,7,0.05006,10,32.25,82.85426,324.34312,20,4.5,0,162.17156,10.5,0.07009,12,17.25,810.85781,,1,10,0,10
11/2/16 05:00,9,0.15019,0,31.375,170.12409,0,30,4.69,0,0,10.5,0.14018,0,17.25,810.85781,,0,9,0,10
11/2/16 05:15,8,0.04005,0,31.375,87.21976,324.34312,20,4.69,0,81.08578,9,0.0801,0,17.25,324.34312,,3,11,0,10
11/2/16 05:30,9,0.05006,0,32.25,87.20974,81.08578,30,5.25,0,162.17156,10.5,0.0801,4,18,810.85781,,7,12,0.01001,10
11/2/16 05:45,9,0.05006,10,31.375,87.20974,162.17156,20,5.62,81.08578,0,12,0.09011,7,20.25,243.25734,,1,12,0,10
11/2/16 06:00,10,0.17022,0,33.625,203.50609,324.34312,20,6.56,0,81.08578,12,0.19024,23,20.25,891.94359,,0,14,0.01001,40
11/2/16 06:15,12,0.05006,20,30.625,92.04583,0,20,8.25,0,162.17156,12,0.09011,11,21,324.34312,,0,14,0,10
11/2/16 06:30,15,0.05006,0,32.125,92.05585,243.25734,30,9.75,0,81.08578,13.5,0.09011,1,21.75,810.85781,,40,15,0.01001,10
11/2/16 06:45,16,0.05006,0,31.375,92.05585,0,20,10.13,0,0,12,0.09011,41,21.75,729.77203,,61,15,0,10
11/2/16 07:00,17,0.21027,0,31.5,243.70668,324.34312,20,9.56,324.34312,162.17156,12,0.23029,22,22.5,324.34312,,32,16,0,10
11/2/16 07:15,23,0.05006,0,37.375,104.36133,324.34312,30,10.31,162.17156,162.17156,12,0.10013,19,22.5,891.94359,,32,16,0.75094,10
11/2/16 07:30,22,2.34295,10,39.625,111.15989,243.25734,20,9.75,243.25734,81.08578,13.5,0.09011,23,22.5,243.25734,,6,16,0.05006,10
11/2/16 07:45,21,0.05006,0,38.25,97.56278,324.34312,30,11.82,324.34312,162.17156,12,0.10013,17,22.5,891.94359,,25,16,0,10
11/2/16 08:00,21,0.39049,0,37.375,307.91749,324.34312,30,12.37,162.17156,0,12,0.27034,12,22.5,729.77203,,164,16,0.01001,30
11/2/16 08:15,23,0.05006,0,38.875,117.08734,0,130,11.25,243.25734,81.08578,13.5,0.11014,1,23.25,324.34312,,47,18,0,0
11/2/16 08:30,23,0.06008,0,40.375,116.93716,243.25734,30,11.81,324.34312,162.17156,13.5,0.10013,24,21,810.85781,,32,20,0.07009,30
11/2/16 08:45,23,0.05006,20,38.875,103.79061,324.34312,40,12.19,243.25734,81.08578,15,0.11014,24,20.25,810.85781,,18,19,0,40
11/2/16 09:00,23,0.45057,30,39,357.97048,324.34312,40,12.19,486.51469,162.17156,15,0.3204,1,20.25,243.25734,,62,19,0,30
11/2/16 09:15,24,0.06008,20,40.375,110.44899,324.34312,50,12.19,324.34312,81.08578,16.5,0.12015,26,20.25,810.85781,,20,19,0.01001,20
11/2/16 09:30,23,0.06008,10,41.875,110.46901,0,40,12.56,162.17156,0,19.5,0.11014,25,20.25,810.85781,,14,19,0.07009,10
11/2/16 09:45,24,0.06008,40,43.375,119.58048,243.25734,420,12.75,243.25734,162.17156,21,0.11014,71,19.5,324.34312,,14,19,0.01001,20
11/2/16 10:00,23,0.52065,30,41.875,449.43557,324.34312,340,13.12,0,162.17156,21,0.4005,72,19.5,729.77203,,7,19,0.01001,50
11/2/16 10:15,24,0.07009,40,40.375,124.27639,243.25734,190,13.13,243.25734,81.08578,21,0.12015,35,19.5,810.85781,,2,21,0.01001,40
11/2/16 10:30,24,0.06008,20,38.875,118.37897,324.34312,40,12.19,0,0,21,0.11014,37,19.5,243.25734,,5,20,0.09011,30
11/2/16 10:45,24,0.07009,50,40.375,118.36896,0,30,13.12,324.34312,162.17156,19.5,0.12015,34,20.25,810.85781,,5,20,0,40
11/2/16 11:00,25,0.61077,40,39.625,527.30357,324.34312,30,13.69,486.51469,81.08578,21,0.47059,36,18.75,324.34312,,182,20,0.01001,50
11/2/16 11:15,25,0.07009,70,39.625,127.4604,0,30,13.5,243.25734,0,21,0.11014,149,18.75,810.85781,,82,20,0.01001,80
11/2/16 11:30,25,0.07009,50,39.625,127.45038,243.25734,30,13.5,0,162.17156,21,0.13017,11,18,891.94359,,174,21,0.11014,80
11/2/16 11:45,25,0.07009,30,39.625,127.4604,0,30,13.5,0,81.08578,21,0.13017,25,18.75,810.85781,,54,20,0.01001,50
11/2/16 12:00,25,0.74093,20,41.125,647.01421,324.34312,30,13.31,0,0,21,0.59074,47,18.75,324.34312,,76,20,0.01001,40
11/2/16 12:15,25,0.07009,40,41.125,138.08377,0,30,13.69,0,162.17156,21,0.10013,24,18.75,810.85781,,74,19,0.01001,60
11/2/16 12:30,25,0.0801,30,41.125,138.08377,324.34312,30,15,0,81.08578,21,0.11014,188,18.75,810.85781,,65,18,0.14018,120
11/2/16 12:45,25,0.07009,40,41.125,138.13383,0,30,14.44,486.51469,0,19.5,0.10013,23,19.5,243.25734,,183,20,0.01001,40
11/2/16 13:00,25,0.90114,10,40.25,802.28961,243.25734,30,14.25,162.17156,162.17156,21,0.68086,15,19.5,891.94359,,219,19,0.01001,60
11/2/16 13:15,25,0.0801,60,44.875,150.63957,0,140,13.87,243.25734,0,21,0.12015,24,20.25,810.85781,,51,19,0.01001,70
11/2/16 13:30,25,0.0801,40,44.125,150.63957,0,100,13.5,0,81.08578,21,0.12015,13,19.5,243.25734,,8,20,0.17022,40
11/2/16 13:45,26,0.0801,40,44.875,150.61954,324.34312,90,14.25,81.08578,0,21,0.12015,80,19.5,810.85781,,8,20,0.01001,70
11/2/16 14:00,25,1.10139,60,46.25,1007.9384,0,180,13.69,243.25734,162.17156,21,0.89112,79,19.5,810.85781,,52,19,0.01001,70
11/2/16 14:15,27,0.09011,60,46.375,165.6885,243.25734,60,12.75,162.17156,0,19.5,0.15019,13,18.75,324.34312,,48,20,0.01001,40
11/2/16 14:30,26,0.09011,30,47.125,165.6885,0,40,12.37,81.08578,81.08578,19.5,0.1602,36,18.75,891.94359,,62,19,0.21027,40
11/2/16 14:45,28,0.09011,20,43.375,165.66848,324.34312,60,11.63,81.08578,0,21,0.15019,36,18.75,324.34312,,19,20,0.01001,50
11/2/16 15:00,28,1.37173,70,42.5,1287.16979,0,200,11.62,0,162.17156,21,1.14144,25,18.75,891.94359,,3,21,0.02003,40
11/2/16 15:15,30,0.10013,90,44.875,184.11169,0,90,11.44,162.17156,0,21,0.17022,69,19.5,243.25734,,153,21,0.01001,110
11/2/16 15:30,30,0.10013,30,43.5,184.1217,324.34312,30,12.38,162.17156,162.17156,21,0.18023,57,20.25,729.77203,,77,21,0.26033,50
11/2/16 15:45,30,0.10013,50,44.125,184.1217,0,30,11.43,486.51469,0,22.5,0.17022,21,20.25,891.94359,,63,21,0.02003,40
11/2/16 16:00,31,1.74219,50,42.625,1678.00162,0,30,10.88,0,81.08578,21,1.5119,12,19.5,243.25734,,6,22,0.01001,80
11/2/16 16:15,30,0.12015,40,42.625,207.15068,243.25734,30,11.62,0,0,21,0.19024,13,20.25,810.85781,,143,21,0.02003,50
11/2/16 16:30,31,0.11014,40,41.875,207.14067,0,30,11.82,0,162.17156,22.5,0.20025,35,20.25,891.94359,,13,22,0.34043,60
11/2/16 16:45,31,0.11014,50,41.875,207.12064,324.34312,40,12,162.17156,0,21,0.19024,23,20.25,891.94359,,62,21,0.02003,80
11/2/16 17:00,32,2.3029,40,43.375,2246.21667,0,130,12.93,324.34312,81.08578,21,2.00252,12,20.25,405.4289,,78,20,0.01001,30
11/2/16 17:15,31,0.13017,40,41.875,236.67784,243.25734,50,12.19,162.17156,162.17156,18,0.21027,2,20.25,1135.20094,,67,18,0.02003,40
11/2/16 17:30,30,0.13017,70,40.375,236.71789,0,50,11.06,0,0,18,0.22028,1,20.25,324.34312,,166,18,0.47059,30
11/2/16 17:45,31,0.13017,30,38.25,236.74793,0,40,11.63,162.17156,0,18,0.21027,12,19.5,810.85781,,100,17,0.02003,40
11/2/16 18:00,31,3.12393,30,37.375,3113.40796,324.34312,50,12,0,81.08578,16.5,2.77349,13,19.5,324.34312,,48,18,0.02003,50
11/2/16 18:15,30,0.15019,20,38.125,276.19757,0,50,11.81,81.08578,162.17156,18,0.2403,1,20.25,729.77203,,74,17,0.02003,30
11/2/16 18:30,32,0.15019,30,36.625,276.14751,324.34312,50,12,162.17156,0,16.5,0.23029,22,21.75,891.94359,,45,16,0.67085,20
11/2/16 18:45,30,0.15019,40,36.625,276.16753,0,40,12,324.34312,81.08578,16.5,0.25032,1,21,324.34312,,147,16,0.02003,20
11/2/16 19:00,31,4.47563,40,37.5,4524.38355,0,50,10.69,243.25734,0,16.5,4.01505,1,21,810.85781,,1,16,0.03004,40
11/2/16 19:15,30,0.18023,30,36.625,331.40705,243.25734,40,9.75,486.51469,162.17156,18,0.27034,1,21.75,810.85781,,17,17,0.02003,70
11/2/16 19:30,31,0.18023,60,37.375,331.40705,0,40,9.37,0,0,16.5,0.25032,2,21.75,324.34312,,6,16,1.02128,40
11/2/16 19:45,31,0.18023,30,35.875,331.43709,324.34312,40,8.82,162.17156,81.08578,18,0.26033,23,21.75,810.85781,,3,17,0.03004,50
11/2/16 20:00,29,6.83861,80,35.875,7035.11309,0,30,7.87,324.34312,162.17156,18,6.15775,2,21.75,810.85781,,4,16,0.03004,40
11/2/16 20:15,28,0.23029,60,35.25,414.27132,243.25734,20,7.5,0,0,18,0.29036,13,21.75,243.25734,,5,16,0.02003,50
11/2/16 20:30,28,0.21027,80,35.875,414.2513,0,30,7.5,0,81.08578,18,0.30038,24,22.5,729.77203,,8,16,1.73218,20
11/2/16 20:45,27,0.22028,80,35.125,414.23127,324.34312,20,7.13,0,0,18,0.28035,12,21.75,324.34312,,6,16,0.02003,60
11/2/16 21:00,26,11.62463,40,35.125,12139.42643,0,30,7.31,0,162.17156,16.5,10.54327,1,22.5,729.77203,,2,16,0.04005,40
11/2/16 21:15,26,0.30038,50,34.375,552.33507,0,20,7.5,0,81.08578,18,0.38048,12,23.25,810.85781,,14,16,0.02003,40
11/2/16 21:30,25,0.30038,30,34.5,552.56535,324.34312,30,7.12,0,0,18,0.38048,2,22.5,243.25734,,3,17,3.46436,30
11/2/16 21:45,25,0.30038,50,36.625,552.60541,0,20,6.75,0,162.17156,16.5,0.43054,2,22.5,810.85781,,27,16,0.04005,40
11/2/16 22:00,26,23.69983,40,34.375,25107.69589,243.25734,30,6.94,0,81.08578,18,21.66727,12,21.75,243.25734,,7,15,0.03004,30
11/2/16 22:15,25,0.46058,50,34.375,828.59271,0,30,6.19,0,0,16.5,0.70088,23,21,891.94359,,12,15,0.03004,40
11/2/16 22:30,24,0.45057,40,33.75,828.52262,324.34312,20,6.37,81.08578,162.17156,18,0.58073,12,21.75,891.94359,,25,15,10.4932,40
11/2/16 22:45,25,0.45057,30,34.375,828.5026,0,30,6.94,243.25734,0,16.5,0.63079,13,21.75,324.34312,,1,14,0.12015,20
11/2/16 23:00,25,,40,35.125,,324.34312,20,5.81,0,162.17156,16.5,,12,21,891.94359,,18,14,0.13017,30
11/2/16 23:15,25,0.91114,40,34.375,1663.86383,0,30,5.44,0,0,16.5,1.17148,1,9.75,891.94359,,1,15,0.14018,20
11/2/16 23:30,24,0.91115,0,34.5,1657.22548,243.25734,30,5.25,0,81.08578,16.5,1.16146,1,9.75,243.25734,,6,14,0.11014,30
11/2/16 23:45,24,0.90114,20,33.625,1657.11534,0,20,5.25,0,162.17156,16.5,1.17148,17,8.25,891.94359,,0,14,0.07009,20
11/3/16 00:00,24,,30,33.625,,324.34312,30,5.06,0,0,15,1.18149,13,9,243.25734,,2,14,,20
11/3/16 00:15,24,0.04005,30,35.125,69.04689,0,30,5.07,0,81.08578,16.5,,12,8.25,891.94359,,0,13,0,10
11/3/16 00:30,24,0.04005,10,33,69.03688,243.25734,20,4.87,0,0,13.5,0.05006,23,7.5,810.85781,,2,13,0.01001,20
11/3/16 00:45,23,0.03004,10,33.625,69.04689,0,30,4.88,0,162.17156,15,0.06008,13,6.75,324.34312,,1,12,0,20
11/3/16 01:00,22,0.05006,10,32.875,81.06201,324.34312,20,4.5,0,81.08578,12,0.06008,1,6.75,810.85781,,0,13,0.01001,30
11/3/16 01:15,17,0.04005,0,32.25,72.04066,324.34312,30,4.12,0,0,12,0.06008,1,6,810.85781,,0,12,0,20
11/3/16 01:30,15,0.04005,0,34.375,72.04066,0,30,4.31,0,162.17156,13.5,0.05006,0,6.75,324.34312,,0,11,0.01001,10
11/3/16 01:45,14,0.04005,0,31.375,72.04066,243.25734,20,4.32,0,0,12,0.05006,3,6,810.85781,,0,12,0,10
11/3/16 02:00,14,0.05006,0,31.5,98.23362,0,20,4.31,0,81.08578,9,0.07009,0,6.75,324.34312,,0,10,0.01001,0
11/3/16 02:15,13,0.04005,0,31.375,75.31478,324.34312,20,4.5,0,0,9,0.06008,1,6.75,810.85781,,0,9,0,10
11/3/16 02:30,11,0.04005,0,30.625,75.32479,0,30,4.31,0,162.17156,9,0.05006,0,6,324.34312,,0,10,0.01001,10
11/3/16 02:45,10,0.04005,0,34.5,75.3348,324.34312,20,4.31,0,162.17156,10.5,0.05006,0,6.75,810.85781,,0,9,0,10
11/3/16 03:00,7,0.07009,0,30.625,118.35895,0,20,4.32,0,0,9,0.0801,1,6,810.85781,,0,9,0,10
11/3/16 03:15,7,0.04005,0,32.125,78.89929,243.25734,30,4.68,0,81.08578,10.5,0.06008,77,6.75,324.34312,,0,10,0.01001,0
11/3/16 03:30,7,0.04005,0,32.25,78.89929,0,20,4.69,0,0,9,0.05006,27,6,1459.54406,,0,9,0,10
11/3/16 03:45,7,0.05006,0,31.375,78.89929,324.34312,20,5.25,0,162.17156,9,0.06008,0,6.75,324.34312,,0,9,0,0
11/3/16 04:00,6,0.07009,0,32.125,142.03874,0,20,4.69,0,81.08578,9,0.10013,0,9,729.77203,,0,9,0.01001,10
11/3/16 04:15,7,0.05006,0,32.25,82.89432,324.34312,30,5.06,0,0,10.5,0.06008,1,14.25,486.51469,,2,9,0,0
11/3/16 04:30,7,0.04005,0,30.625,82.84425,243.25734,20,5.06,0,162.17156,9,0.06008,0,15,729.77203,,0,9,0.01001,10
11/3/16 04:45,7,0.05006,0,31.375,82.87429,0,20,4.88,0,0,9,0.06008,1,14.25,891.94359,,0,9,0,0
11/3/16 05:00,10,0.09011,10,32.25,170.10406,324.34312,20,5.06,0,81.08578,9,0.11014,10,14.25,243.25734,,0,10,0,10
11/3/16 05:15,9,0.05006,0,33.625,87.20974,0,30,5.06,0,162.17156,10.5,0.07009,1,14.25,729.77203,,0,11,0.01001,10
11/3/16 05:30,9,0.05006,0,32.875,87.20974,243.25734,20,5.63,0,0,9,0.05006,4,15,810.85781,,1,11,0.01001,50
11/3/16 05:45,14,0.04005,0,32.125,87.27984,0,20,6,0,81.08578,12,0.07009,5,18,324.34312,,4,11,0,10
11/3/16 06:00,15,0.12015,10,32.875,203.50609,324.34312,30,7.5,81.08578,0,13.5,0.14018,11,18.75,891.94359,,0,13,0,10
11/3/16 06:15,15,0.05006,0,32.875,92.06586,0,20,8.44,0,162.17156,13.5,0.07009,13,19.5,324.34312,,2,14,0.01001,0
11/3/16 06:30,15,0.05006,10,32.25,92.04583,324.34312,20,8.43,0,81.08578,16.5,0.06008,22,19.5,891.94359,,31,16,0.01001,10
11/3/16 06:45,15,0.05006,0,32.875,92.06586,243.25734,30,9.75,0,0,15,0.07009,9,20.25,729.77203,,65,15,0,10
11/3/16 07:00,16,0.13017,0,32.125,243.69667,0,20,8.82,81.08578,162.17156,15,0.19024,4,19.5,648.68625,,147,16,0,20
11/3/16 07:15,23,0.05006,0,36,104.9721,324.34312,20,10.31,324.34312,0,15,0.06008,24,20.25,567.60047,,1,16,0.01001,10
11/3/16 07:30,22,0.06008,0,40.375,110.03848,324.34312,30,11.06,405.4289,81.08578,13.5,0.0801,1,20.25,891.94359,,5,16,0.01001,20
11/3/16 07:45,21,0.05006,0,38.125,106.91454,243.25734,30,9.94,162.17156,162.17156,13.5,0.0801,22,20.25,324.34312,,1,15,0,20
11/3/16 08:00,22,0.1602,10,39,297.03379,324.34312,20,10.87,162.17156,0,13.5,0.23029,10,20.25,810.85781,,5,16,0,10
11/3/16 08:15,24,0.05006,0,39.625,112.75189,0,30,12.19,243.25734,162.17156,13.5,0.0801,11,19.5,648.68625,,77,18,0.01001,30
11/3/16 08:30,23,0.06008,0,40.375,103.69048,324.34312,30,12.19,162.17156,81.08578,13.5,0.09011,19,18.75,324.34312,,104,20,0.01001,10
11/3/16 08:45,24,0.06008,10,42.75,110.3789,243.25734,280,11.06,81.08578,0,13.5,0.10013,12,18,810.85781,,45,19,0.01001,30
11/3/16 09:00,23,0.19024,30,41.125,368.58383,324.34312,420,11.44,162.17156,162.17156,15,0.29036,34,18,973.02937,,117,19,0,20
11/3/16 09:15,23,0.06008,10,41.875,126.93974,324.34312,240,11.81,243.25734,81.08578,19.5,0.09011,25,18.75,891.94359,,13,20,0,20
11/3/16 09:30,24,0.06008,20,43.375,113.18243,324.34312,430,11.81,405.4289,0,19.5,0.10013,34,18,324.34312,,9,20,0.02003,20
11/3/16 09:45,24,0.06008,50,42.625,120.56172,243.25734,350,11.82,81.08578,162.17156,19.5,0.10013,49,18,891.94359,,3,19,0.01001,60
11/3/16 10:00,24,0.23029,50,43.375,434.94734,324.34312,160,12.75,243.25734,81.08578,21,0.3204,25,17.25,810.85781,,8,20,0,50
11/3/16 10:15,26,0.07009,20,41.875,118.34893,0,40,12,0,0,19.5,0.09011,80,18,243.25734,,1,20,0,50
11/3/16 10:30,25,0.06008,40,43.375,118.36896,243.25734,60,11.43,162.17156,162.17156,19.5,0.09011,24,18.75,729.77203,,9,20,0.03004,40
11/3/16 10:45,26,0.07009,30,44.125,118.35895,0,40,12.94,162.17156,81.08578,21,0.09011,27,18.75,648.68625,,10,21,0,20
11/3/16 11:00,27,0.28035,50,43.375,527.04324,324.34312,60,12.75,0,0,19.5,0.39049,12,18.75,486.51469,,3,22,0.01001,60
11/3/16 11:15,26,0.07009,50,44.875,127.47041,0,80,12.94,0,162.17156,21,0.10013,37,19.5,729.77203,,7,21,0,70
11/3/16 11:30,26,0.07009,10,42.625,127.47041,324.34312,70,12.56,324.34312,0,19.5,0.11014,37,19.5,324.34312,,16,22,0.03004,60
11/3/16 11:45,27,0.07009,30,43.375,127.49044,0,40,12.75,81.08578,81.08578,19.5,0.09011,34,18.75,810.85781,,7,21,0,40
11/3/16 12:00,26,0.35044,30,41.875,646.7639,324.34312,140,13.31,81.08578,0,21,0.50063,48,19.5,648.68625,,19,22,0.01001,50
11/3/16 12:15,26,0.07009,40,40.375,138.10379,0,40,12.75,405.4289,162.17156,22.5,0.11014,34,18.75,405.4289,,138,21,0,100
11/3/16 12:30,26,0.0801,40,44.125,138.18389,243.25734,20,12.75,81.08578,0,19.5,0.10013,14,19.5,891.94359,,39,21,0.04005,50
11/3/16 12:45,25,0.07009,20,40.375,138.08377,0,30,13.32,324.34312,81.08578,21,0.11014,34,19.5,729.77203,,18,21,0,30
11/3/16 13:00,25,0.43054,50,42.625,802.02928,0,40,13.12,0,0,21,0.61077,90,20.25,324.34312,,45,22,0.01001,40
11/3/16 13:15,26,0.09011,30,43.375,150.63957,324.34312,20,13.13,243.25734,162.17156,21,0.12015,64,19.5,810.85781,,24,22,0.01001,80
11/3/16 13:30,26,0.0801,40,44.125,150.63957,0,40,13.31,0,0,21,0.12015,39,19.5,810.85781,,16,22,0.04005,40
11/3/16 13:45,26,0.0801,40,47.125,150.65959,243.25734,50,13.12,0,162.17156,21,0.14018,15,20.25,324.34312,,14,21,0.01001,40
11/3/16 14:00,27,0.54068,60,46.375,1007.618,0,70,12.57,405.4289,0,21,0.80101,37,20.25,891.94359,,8,21,0,50
11/3/16 14:15,27,0.09011,40,45.625,165.71854,0,150,12.37,0,81.08578,21,0.14018,11,19.5,243.25734,,18,20,0.01001,50
11/3/16 14:30,26,0.09011,50,45.625,165.69852,324.34312,120,12.56,0,0,21,0.17022,48,20.25,891.94359,,7,20,0.05006,30
11/3/16 14:45,27,0.09011,30,44.125,165.70853,0,60,11.07,324.34312,162.17156,21,0.14018,36,19.5,729.77203,,139,21,0.01001,60
11/3/16 15:00,26,0.70088,20,44.875,1286.79933,324.34312,40,11.43,0,0,21,1.02128,24,19.5,324.34312,,10,20,0.01001,50
11/3/16 15:15,28,0.10013,80,44.875,184.09166,0,30,12.19,0,81.08578,21,0.18023,1,19.5,891.94359,,32,22,0,110
11/3/16 15:30,28,0.10013,60,43.375,184.14173,0,40,10.5,0,0,21,0.17022,34,20.25,324.34312,,20,23,0.07009,40
11/3/16 15:45,27,0.10013,30,44.875,184.13172,243.25734,30,10.69,0,162.17156,21,0.1602,17,20.25,810.85781,,129,21,0.02003,40
11/3/16 16:00,28,0.90114,40,44.125,1677.48096,0,30,11.25,0,0,22.5,1.30164,38,20.25,810.85781,,46,22,0.01001,50
11/3/16 16:15,28,0.12015,30,45.625,207.13065,0,30,11.62,0,81.08578,21,0.14018,48,19.5,324.34312,,163,21,0.02003,50
11/3/16 16:30,28,0.11014,40,43.375,207.12064,324.34312,30,11.25,0,0,22.5,0.1602,25,20.25,810.85781,,24,22,0.10013,40
11/3/16 16:45,28,0.11014,30,44.125,207.12064,0,30,12,0,162.17156,21,0.14018,25,19.5,973.02937,,12,21,0.01001,40
11/3/16 17:00,27,1.21152,50,42.75,2245.5258,0,30,11.44,0,0,21,1.71216,41,21,243.25734,,152,21,0.02003,40
11/3/16 17:15,27,0.13017,30,42.625,236.7279,324.34312,30,10.88,0,81.08578,19.5,0.17022,49,21,810.85781,,40,20,0.01001,60
11/3/16 17:30,27,0.13017,40,40.375,236.73791,0,20,11.43,0,0,19.5,0.1602,5,20.25,324.34312,,64,19,0.14018,40
11/3/16 17:45,28,0.13017,10,39,236.74793,0,30,10.88,0,162.17156,19.5,0.1602,34,21,810.85781,,237,19,0.02003,50
11/3/16 18:00,26,1.68212,30,37.375,3112.41671,243.25734,30,11.44,81.08578,0,18,2.37298,35,21,891.94359,,191,18,0.02003,50
11/3/16 18:15,26,0.15019,10,38.125,276.16753,0,20,11.81,243.25734,81.08578,19.5,0.18023,1,21,891.94359,,185,16,0.02003,30
11/3/16 18:30,26,0.15019,20,37.5,276.16753,0,30,11.06,0,0,18,0.21027,14,23.25,243.25734,,49,17,0.21027,30
11/3/16 18:45,27,0.15019,20,37.375,276.14751,324.34312,20,11.44,0,162.17156,18,0.19024,11,22.5,891.94359,,9,16,0.03004,20
11/3/16 19:00,27,2.43306,20,35.875,4523.14199,0,30,10.69,243.25734,0,19.5,3.46436,13,23.25,243.25734,,13,18,0.02003,40
11/3/16 19:15,25,0.18023,20,36,331.4471,243.25734,20,10.5,162.17156,162.17156,18,0.27034,13,22.5,729.77203,,22,17,0.02003,40
11/3/16 19:30,26,0.18023,90,36.625,331.367,0,30,9.75,324.34312,0,19.5,0.27034,24,22.5,810.85781,,33,17,0.33042,20
11/3/16 19:45,26,0.19024,40,37.375,331.35699,324.34312,20,9.18,162.17156,81.08578,18,0.30038,15,23.25,243.25734,,33,17,0.03004,20
11/3/16 20:00,25,3.79478,60,36.75,7033.20068,0,30,8.25,243.25734,162.17156,19.5,5.39679,24,23.25,729.77203,,10,16,0.03004,40
11/3/16 20:15,25,0.23029,60,36.625,414.54167,0,20,7.5,0,0,19.5,0.31039,24,23.25,891.94359,,118,18,0.03004,30
11/3/16 20:30,25,0.22028,50,35.875,414.26131,324.34312,30,7.32,0,81.08578,19.5,0.30038,11,24,243.25734,,11,17,0.58073,40
11/3/16 20:45,25,0.23029,60,35.25,414.27132,0,20,7.5,0,0,19.5,0.30038,14,23.25,810.85781,,4,17,0.04005,50
11/3/16 21:00,25,6.55825,60,36.625,12136.64293,243.25734,30,6.75,81.08578,162.17156,18,9.28168,23,23.25,891.94359,,8,15,0.04005,40
11/3/16 21:15,25,0.30038,100,35.125,552.38513,0,30,7.12,0,81.08578,19.5,0.39049,2,23.25,324.34312,,8,16,0.04005,50
11/3/16 21:30,25,0.30038,50,36,552.285,324.34312,120,6.94,0,0,19.5,0.38048,14,23.25,810.85781,,2,15,1.22154,30
11/3/16 21:45,25,0.30038,60,35.125,552.60541,0,30,6.94,0,162.17156,19.5,0.39049,12,22.5,324.34312,,15,16,0.05006,40
11/3/16 22:00,24,13.57709,50,34.375,25101.41799,324.34312,30,6.75,0,0,18,19.13408,13,22.5,729.77203,,9,15,0.06008,30
11/3/16 22:15,26,0.45057,50,36,828.65279,0,20,6.37,0,81.08578,18,0.57072,13,21.75,891.94359,,12,14,0.05006,40
11/3/16 22:30,25,4.38552,30,35.875,828.38245,243.25734,30,6.56,0,162.17156,18,0.59074,12,22.5,324.34312,,50,15,3.8148,10
11/3/16 22:45,24,9.74226,30,35.125,828.43251,243.25734,20,6.38,81.08578,0,18,0.56071,9,22.5,891.94359,,33,15,0.11014,30
11/3/16 23:00,25,,20,34.5,,81.08578,30,6.37,81.08578,162.17156,18,,24,24,810.85781,,30,14,0.12015,20
11/3/16 23:15,24,12.83615,30,35.125,1662.58221,324.34312,20,6.94,162.17156,81.08578,18,1.14143,15,14.25,324.34312,,0,15,0.12015,20
11/3/16 23:30,24,23.62974,10,35.125,1658.47705,0,30,6.38,324.34312,0,18,1.16146,33,10.5,810.85781,,6,14,0.12015,40
11/3/16 23:45,24,10.68345,20,36,1657.06527,243.25734,30,6.75,405.4289,162.17156,18,1.17148,12,10.5,243.25734,,0,15,0.12015,30
11/4/16 00:00,24,,10,32.875,,0,20,6.37,243.25734,81.08578,16.5,,10,10.5,891.94359,,1,13,0.13017,20
11/4/16 00:15,23,1.4318,20,32.875,69.04689,324.34312,30,6.38,243.25734,0,16.5,0.05006,0,10.5,729.77203,,0,13,,20
11/4/16 00:30,23,0.82103,10,34.5,69.02687,0,20,6,405.4289,162.17156,16.5,0.05006,1,9.75,324.34312,,2,13,0,20
11/4/16 00:45,23,0.84106,0,33.625,69.03688,324.34312,30,6,243.25734,0,16.5,0.05006,0,8.25,891.94359,,1,12,0.01001,0
11/4/16 01:00,23,0.18023,10,33,81.04198,0,30,6,243.25734,81.08578,13.5,0.07009,1,9,1540.62984,,0,13,0,20
