Facility,Gould Library,Gould Library,Gould Library,Hulings Hall,Hulings Hall,Hulings Hall,Hulings Hall,Language & Dining Center,Language & Dining Center,Olin Hall,Olin Hall,Olin Hall,Olin Hall,Recreation Center,Recreation Center,Recreation Center,Recreation Center,Sayles-Hill Campus Center,Sayles-Hill Campus Center,Sayles-Hill Campus Center
Meter name,Gould Library - Electricity,Gould Library - Steam,Gould Library - Water,Hulings Hall - Electricity,Hulings Hall - Steam,Hulings Hall - Steam Condensate,Hulings Hall - Water,LDC - Electricity,LDC - Steam Condensate,Olin Hall  - Steam Condensate,Olin Hall - Electricity,Olin Hall - Steam,Olin Hall - Water,Recreation Center - Electricity,Recreation Center - Steam (new),Recreation Center - Steam (Old Meter),Recreation Center - Water,Sayles-Hill Campus Center - Electricity,Sayles-Hill Campus Center - Steam,Sayles-Hill Campus Center - Water
Meter id,carleton_gould_en_use,carleton_gould_steam_use,carleton_gould_water_use,carleton_hulings_en_use,carleton_hulings_steam_use,carleton_hulings_heating_submeter_hulingshallsteamcondensate,carleton_hulings_water_use,carleton_language_dining_electricity_wholebuilding_ldcelectricity,carleton_language_dining_heating_wholebuilding_ldcsteamcondensate,carleton_olin_heating_submeter_leightonhallsteamcondensate,carleton_olin_en_use,carleton_olin_steam_use,carleton_olin_water_use,carleton_reccenter_en_use,carleton_rec_center_heating_submeter_reccondmeter,carleton_reccenter_steam_flow,carleton_reccenter_water_use,carleton_sayles_en_use,carleton_sayles_steam_use,carleton_sayles_water_use
,,,,,,,,,,,,,,,,,,,,
Timestamp,Gould Library - Gould Library - Electricity (kWh),Gould Library - Gould Library - Steam (kBTU),Gould Library - Gould Library - Water (gal),Hulings Hall - Hulings Hall - Electricity (kWh),Hulings Hall - Hulings Hall - Steam (kBTU),Hulings Hall - Hulings Hall - Steam Condensate (kBTU),Hulings Hall - Hulings Hall - Water (gal),Language & Dining Center - LDC - Electricity (kWh),Language & Dining Center - LDC - Steam Condensate (kBTU),Olin Hall - Olin Hall  - Steam Condensate (kBTU),Olin Hall - Olin Hall - Electricity (kWh),Olin Hall - Olin Hall - Steam (kBTU),Olin Hall - Olin Hall - Water (gal),Recreation Center - Recreation Center - Electricity (kWh),Recreation Center - Recreation Center - Steam (new) (kBTU),Recreation Center - Recreation Center - Steam (Old Meter) (kBTU),Recreation Center - Recreation Center - Water (gal),Sayles-Hill Campus Center - Sayles-Hill Campus Center - Electricity (kWh),Sayles-Hill Campus Center - Sayles-Hill Campus Center - Steam (kBTU),Sayles-Hill Campus Center - Sayles-Hill Campus Center - Water (gal)
10/16/16 00:00,20,,0,2.125,,243.25734,20,5.25,0,162.17156,15,,0,9,243.25734,,0,14,,30
10/16/16 00:15,17,0.04005,0,1.375,72.04066,0,20,4.87,0,0,13.5,0.05006,0,9.75,729.77203,,1,13,0.01001,30
10/16/16 00:30,14,0.04005,0,1.5,72.04066,324.34312,30,5.07,0,162.17156,15,0.04005,1,8.25,243.25734,,0,13,0,40
10/16/16 00:45,15,0.03004,0,2.125,72.08071,243.25734,20,5.06,81.08578,81.08578,13.5,0.05006,0,7.5,810.85781,,0,12,0.01001,20
10/16/16 01:00,14,0.05006,0,2.25,72.05067,81.08578,30,5.06,0,0,12,0.07009,0,7.5,891.94359,,0,12,0.01001,70
10/16/16 01:15,11,0.04005,0,1.375,88.42127,0,20,4.88,0,162.17156,12,0.07009,1,7.5,324.34312,,0,11,0,30
10/16/16 01:30,8,0.04005,0,2.25,75.31478,243.25734,20,5.06,0,0,12,0.05006,0,7.5,891.94359,,0,11,0.01001,20
10/16/16 01:45,7,0.04005,0,1.375,75.32479,324.34312,20,4.87,0,81.08578,12,0.06008,1,7.5,324.34312,,1,11,0.01001,20
10/16/16 02:00,7,0.05006,0,1.5,75.32479,0,20,5.07,0,0,9,0.10013,0,7.5,729.77203,,0,12,0,0
10/16/16 02:15,8,0.04005,0,1.375,107.5954,324.34312,30,5.25,0,162.17156,10.5,0.07009,0,7.5,891.94359,,0,9,0.56071,20
10/16/16 02:30,7,0.04005,0,2.25,78.89929,0,20,5.06,162.17156,81.08578,9,0.07009,0,7.5,324.34312,,1,10,0.04005,10
10/16/16 02:45,7,0.04005,0,1.375,78.89929,243.25734,20,5.06,81.08578,0,10.5,0.07009,0,7.5,810.85781,,0,9,0,0
10/16/16 03:00,7,0.07009,0,2.25,78.91931,0,20,4.88,0,162.17156,9,0.10013,1,7.5,729.77203,,0,8,0.01001,10
10/16/16 03:15,7,0.04005,0,1.375,130.18383,324.34312,20,5.62,0,0,10.5,0.0801,0,7.5,243.25734,,0,10,0,0
10/16/16 03:30,7,0.04005,0,1.5,82.84425,324.34312,20,5.25,0,162.17156,9,0.07009,0,6.75,243.25734,,0,9,0.04005,10
10/16/16 03:45,8,0.05006,0,2.125,82.85426,0,20,5.44,0,81.08578,10.5,0.07009,9,7.5,648.68625,,0,9,0,0
10/16/16 04:00,8,0.07009,0,1.5,82.86428,243.25734,20,5.44,0,0,9,0.12015,12,7.5,729.77203,,0,10,0.01001,0
10/16/16 04:15,7,0.05006,0,1.375,156.97754,0,20,5.06,0,162.17156,10.5,0.07009,13,7.5,324.34312,,0,8,0.54068,10
10/16/16 04:30,7,0.04005,0,2.25,87.20974,324.34312,20,4.87,0,0,9,0.0801,4,7.5,891.94359,,0,9,0.07009,0
10/16/16 04:45,8,0.05006,0,0.625,87.21976,0,30,5.07,0,81.08578,10.5,0.0801,1,6.75,810.85781,,0,9,0.01001,10
10/16/16 05:00,7,0.09011,0,1.5,87.20974,243.25734,20,5.06,0,162.17156,9,0.15019,0,7.5,324.34312,,0,9,0.01001,0
10/16/16 05:15,7,0.05006,0,2.125,188.95779,324.34312,20,5.44,0,0,10.5,0.0801,0,6.75,891.94359,,0,10,0,10
10/16/16 05:30,7,0.05006,0,1.5,92.06586,0,20,5.62,0,81.08578,9,0.0801,0,7.5,891.94359,,0,9,0.0801,30
10/16/16 05:45,7,0.04005,0,1.375,92.06586,324.34312,20,5.63,0,0,10.5,0.0801,0,7.5,243.25734,,0,10,0.01001,10
10/16/16 06:00,7,0.12015,0,2.25,92.03582,243.25734,20,5.62,162.17156,162.17156,9,0.19024,0,6.75,810.85781,,1,10,0.01001,0
10/16/16 06:15,7,0.05006,0,1.375,227.41619,81.08578,30,5.81,243.25734,81.08578,10.5,0.0801,1,7.5,324.34312,,0,10,0,10
10/16/16 06:30,8,0.05006,0,2.25,97.46265,243.25734,20,5.25,0,0,10.5,0.0801,0,7.5,729.77203,,0,10,0.10013,0
10/16/16 06:45,7,0.05006,0,1.375,97.45264,0,20,5.82,162.17156,162.17156,9,0.0801,0,7.5,810.85781,,0,11,0,10
10/16/16 07:00,12,0.13017,0,1.5,97.45264,324.34312,20,5.62,162.17156,162.17156,10.5,0.21027,11,8.25,324.34312,,0,9,0.01001,0
10/16/16 07:15,14,0.05006,0,2.125,278.83089,324.34312,20,6.19,162.17156,0,10.5,0.0801,0,9.75,891.94359,,0,11,0.01001,20
10/16/16 07:30,17,0.06008,10,1.375,103.56032,0,30,5.81,0,81.08578,10.5,0.07009,0,9.75,243.25734,,0,10,0.10013,0
10/16/16 07:45,17,0.05006,0,2.25,103.56032,243.25734,20,6.38,81.08578,162.17156,9,0.07009,2,7.5,729.77203,,0,10,0.01001,10
10/16/16 08:00,17,0.1602,0,1.375,103.57034,324.34312,20,7.5,162.17156,0,10.5,0.2403,23,6.75,648.68625,,0,10,0.01001,0
10/16/16 08:15,18,0.05006,0,1.5,331.70743,0,30,7.68,162.17156,81.08578,10.5,0.0801,1,6.75,324.34312,,0,10,0,10
10/16/16 08:30,18,0.06008,0,2.125,110.48904,324.34312,20,8.82,162.17156,162.17156,12,0.0801,11,6.75,810.85781,,1,10,0.12015,0
10/16/16 08:45,17,0.06008,0,2.25,110.49905,243.25734,20,8.25,162.17156,0,10.5,0.09011,0,6.75,324.34312,,0,12,0,10
10/16/16 09:00,17,0.19024,0,1.375,110.44899,0,30,8.62,0,81.08578,10.5,0.30038,0,6,891.94359,,0,12,0.01001,10
10/16/16 09:15,16,0.06008,0,2.125,402.82692,324.34312,20,10.13,405.4289,162.17156,15,0.09011,1,11.25,243.25734,,0,13,0,0
10/16/16 09:30,17,0.06008,0,2.25,118.35895,0,20,10.12,81.08578,0,13.5,0.09011,0,10.5,810.85781,,0,12,0.14018,10
10/16/16 09:45,19,0.06008,0,2.125,118.37897,243.25734,40,10.31,0,81.08578,13.5,0.10013,1,11.25,729.77203,,0,11,0,20
10/16/16 10:00,18,0.23029,0,2.25,118.34893,0,30,9.75,486.51469,0,13.5,0.37046,1,19.5,324.34312,,20,12,0.01001,20
10/16/16 10:15,21,0.07009,0,2.125,492.05921,0,30,9.94,162.17156,162.17156,13.5,0.10013,0,21,1378.45828,,49,12,0,20
10/16/16 10:30,20,0.06008,10,2.25,127.53048,324.34312,30,10.13,243.25734,162.17156,13.5,0.10013,1,20.25,243.25734,,153,13,0.1602,10
10/16/16 10:45,20,0.07009,0,1.375,127.50045,0,30,9.56,405.4289,0,13.5,0.12015,12,21,1054.11515,,27,12,0,50
10/16/16 11:00,20,0.28035,10,2.25,127.45038,324.34312,30,9.56,0,81.08578,13.5,0.46058,33,20.25,810.85781,,23,13,0.01001,10
10/16/16 11:15,20,0.07009,10,2.125,605.96255,0,30,9.19,162.17156,0,13.5,0.12015,12,20.25,891.94359,,66,13,0,20
10/16/16 11:30,20,0.07009,10,1.375,138.10379,243.25734,30,10.12,81.08578,162.17156,13.5,0.12015,3,21,891.94359,,47,13,0.18023,20
10/16/16 11:45,21,0.07009,10,2.25,138.10379,0,20,10.88,0,81.08578,13.5,0.10013,1,21.75,810.85781,,155,15,0.01001,30
10/16/16 12:00,20,0.35044,10,1.375,138.08377,324.34312,30,11.44,405.4289,0,13.5,0.54068,0,21,891.94359,,39,14,0.01001,30
10/16/16 12:15,21,0.07009,20,2.25,753.75854,0,30,11.81,486.51469,162.17156,13.5,0.09011,0,21,891.94359,,6,15,0,80
10/16/16 12:30,21,0.0801,20,1.375,150.64958,324.34312,30,11.06,162.17156,0,13.5,0.10013,1,21,891.94359,,4,14,0.22028,50
10/16/16 12:45,21,0.07009,10,2.125,150.65959,81.08578,30,11.44,0,81.08578,13.5,0.09011,0,21.75,891.94359,,12,14,0.01001,80
10/16/16 13:00,22,0.43054,30,2.25,150.62956,162.17156,30,11.62,81.08578,162.17156,13.5,0.65082,1,21.75,648.68625,,19,14,0.01001,40
10/16/16 13:15,21,0.09011,30,1.375,949.71514,324.34312,130,10.13,81.08578,0,13.5,0.10013,0,21.75,486.51469,,22,15,0.01001,60
10/16/16 13:30,22,0.0801,30,2.25,165.6885,0,30,9,0,81.08578,12,0.11014,0,21,891.94359,,109,14,0.27034,20
10/16/16 13:45,22,0.0801,30,1.375,165.6885,243.25734,20,9.37,81.08578,162.17156,13.5,0.10013,1,21.75,324.34312,,6,14,0,40
10/16/16 14:00,21,0.54068,20,2.125,165.75859,0,30,9.57,0,0,13.5,0.81102,0,21,810.85781,,20,14,0.02003,80
10/16/16 14:15,22,0.09011,40,1.5,1216.03027,324.34312,20,8.81,162.17156,81.08578,12,0.12015,1,21,324.34312,,21,14,0,50
10/16/16 14:30,22,0.09011,30,2.125,184.21182,0,30,8.62,162.17156,0,13.5,0.11014,0,21.75,810.85781,,20,15,0.33042,50
10/16/16 14:45,23,0.09011,40,1.375,184.11169,324.34312,30,8.82,0,162.17156,12,0.12015,13,21,891.94359,,5,14,0.01001,70
10/16/16 15:00,22,0.70088,40,1.5,184.10168,0,20,8.62,0,162.17156,13.5,1.0313,0,21,324.34312,,9,14,0.01001,40
10/16/16 15:15,22,0.10013,20,1.375,1589.09974,243.25734,30,9.38,0,0,13.5,0.13017,1,21,729.77203,,49,15,0.01001,40
10/16/16 15:30,22,0.10013,20,2.125,207.11063,0,30,10.12,0,81.08578,13.5,0.14018,0,20.25,810.85781,,173,14,0.41052,20
10/16/16 15:45,22,0.10013,30,1.5,207.11063,324.34312,50,9.94,81.08578,162.17156,12,0.13017,14,20.25,324.34312,,23,15,0.01001,30
10/16/16 16:00,22,0.90114,20,1.375,207.11063,0,40,10.12,0,0,13.5,1.33167,0,21,810.85781,,9,14,0.02003,30
10/16/16 16:15,22,0.12015,40,2.125,2131.85275,324.34312,50,10.32,0,81.08578,13.5,0.14018,1,21,729.77203,,16,15,0,50
10/16/16 16:30,22,0.11014,30,1.5,236.75794,0,50,10.12,0,0,13.5,0.15019,11,21,324.34312,,8,15,0.54068,20
10/16/16 16:45,22,0.11014,20,1.375,236.69787,243.25734,40,10.31,0,162.17156,13.5,0.14018,2,20.25,891.94359,,28,15,0.01001,30
10/16/16 17:00,23,1.21152,70,2.125,236.71789,0,50,9.57,0,0,13.5,1.78224,0,21,891.94359,,9,14,0.01001,40
10/16/16 17:15,23,0.13017,30,2.25,2960.99616,324.34312,40,9.56,0,81.08578,12,0.17022,12,21,243.25734,,5,14,0.01001,30
10/16/16 17:30,23,0.13017,30,1.375,276.18756,0,50,9.94,0,162.17156,13.5,0.1602,1,21,891.94359,,1,14,0.7109,20
10/16/16 17:45,22,0.13017,20,1.375,276.17755,243.25734,40,10.31,0,0,13.5,0.17022,21,21.75,729.77203,,7,14,0.02003,20
10/16/16 18:00,23,1.68212,20,2.25,276.2977,0,30,10.12,0,81.08578,13.5,2.45309,24,21.75,891.94359,,2,14,0.01001,20
10/16/16 18:15,22,0.15019,20,1.375,4310.91492,324.34312,30,10.13,0,0,13.5,0.19024,12,21,324.34312,,2,14,0.01001,20
10/16/16 18:30,22,0.15019,30,1.375,331.4471,0,20,9.94,0,162.17156,12,0.19024,6,22.5,891.94359,,51,14,1.01127,10
10/16/16 18:45,22,0.15019,10,0.625,331.43709,324.34312,30,11.06,324.34312,162.17156,13.5,0.18023,1,24,891.94359,,28,14,0.02003,20
10/16/16 19:00,21,2.44307,20,2.25,331.46712,0,30,10.69,162.17156,0,13.5,3.55447,1,24,729.77203,,44,13,0.01001,10
10/16/16 19:15,22,0.18023,10,1.375,6714.9602,324.34312,30,9.56,324.34312,81.08578,12,0.23029,23,23.25,405.4289,,2,14,0.02003,20
10/16/16 19:30,22,0.18023,30,1.375,414.54167,0,20,9,324.34312,0,13.5,0.22028,0,22.5,810.85781,,0,13,1.52191,10
10/16/16 19:45,22,0.18023,20,1.5,414.58171,243.25734,30,9.19,162.17156,162.17156,13.5,0.22028,12,23.25,810.85781,,8,14,0.02003,30
10/16/16 20:00,22,3.80479,20,0.625,414.59173,0,30,8.43,324.34312,81.08578,13.5,5.49692,12,21,243.25734,,103,14,0.03004,10
10/16/16 20:15,23,0.23029,50,2.125,11606.26549,324.34312,20,7.5,0,0,13.5,0.29036,1,12,891.94359,,1,14,0.02003,30
10/16/16 20:30,22,0.22028,10,1.5,552.39514,0,30,7.32,81.08578,162.17156,13.5,0.28035,14,12,891.94359,,1,14,2.57324,30
10/16/16 20:45,22,0.23029,10,0.625,552.4452,243.25734,20,7.31,81.08578,0,13.5,0.28035,1,12,324.34312,,0,14,0.03004,20
10/16/16 21:00,22,6.55825,20,1.375,552.33507,0,30,6.75,0,81.08578,15,9.51197,0,12,891.94359,,0,14,0.02003,30
10/16/16 21:15,21,0.31039,20,1.375,24041.03358,324.34312,20,6.94,0,162.17156,13.5,0.38048,1,12,810.85781,,0,14,0.03004,20
10/16/16 21:30,22,0.30038,10,0.75,828.45254,0,30,6.75,0,0,12,0.38048,1,12,324.34312,,0,14,5.18653,40
10/16/16 21:45,22,0.30038,30,1.375,829.08333,243.25734,20,6.75,0,81.08578,13.5,0.39049,0,12,810.85781,,0,14,0.03004,20
10/16/16 22:00,22,13.57709,30,2.125,828.47256,0,30,6.75,0,0,13.5,19.48452,1,12,324.34312,,0,14,0.05006,20
10/16/16 22:15,22,0.45057,10,0.75,,324.34312,20,6.18,0,162.17156,13.5,0.56071,0,12,891.94359,,0,14,0.04005,20
10/16/16 22:30,22,0.45057,20,2.125,1657.03524,0,30,6.19,0,0,13.5,0.56071,1,12.75,810.85781,,1,14,15.68975,20
10/16/16 22:45,22,0.46058,10,1.375,1656.97516,324.34312,20,6,0,162.17156,12,0.56071,1,12,891.94359,,0,13,0.09011,0
10/16/16 23:00,22,,10,0.75,1656.94512,0,30,6,0,81.08578,13.5,,0,12.75,324.34312,,1,13,0.12015,30
10/16/16 23:15,23,0.90114,10,2.125,1662.65231,324.34312,20,6,0,0,13.5,1.13142,0,7.5,891.94359,,1,13,0.12015,30
10/16/16 23:30,23,0.91115,10,0.625,1657.07529,0,20,5.44,0,162.17156,12,1.13142,12,7.5,729.77203,,0,13,0.12015,30
10/16/16 23:45,21,0.90114,20,2.25,1658.97768,243.25734,30,5.62,0,0,13.5,1.15145,11,6.75,324.34312,,0,14,0.12015,30
10/17/16 00:00,22,0.91115,10,1.375,,0,30,5.82,0,81.08578,13.5,,13,7.5,810.85781,,0,13,,40
10/17/16 00:15,20,,10,1.5,72.16081,324.34312,30,5.81,0,162.17156,12,0.05006,23,7.5,324.34312,,0,13,0,30
10/17/16 00:30,21,0.04005,0,1.375,72.19084,0,20,5.62,0,0,10.5,0.04005,2,6.75,891.94359,,1,12,0.01001,10
10/17/16 00:45,21,0.03004,0,0.625,72.05067,243.25734,30,5.63,0,0,12,0.05006,0,7.5,810.85781,,0,11,0.01001,30
10/17/16 01:00,20,0.05006,10,2.25,72.04066,0,20,6,0,81.08578,12,0.06008,1,7.5,324.34312,,0,12,0,30
10/17/16 01:15,17,0.04005,0,1.375,88.6015,324.34312,30,5.62,0,81.08578,12,0.04005,0,7.5,810.85781,,0,11,0.01001,10
10/17/16 01:30,15,0.04005,0,1.375,75.32479,0,20,5.25,0,81.08578,10.5,0.05006,0,6.75,567.60047,,0,11,0,20
10/17/16 01:45,14,0.04005,0,0.75,75.31478,324.34312,20,5.82,0,81.08578,10.5,0.05006,1,7.5,567.60047,,0,12,0.01001,0
10/17/16 02:00,14,0.05006,0,1.375,75.31478,0,30,5.62,0,0,9,0.07009,0,6.75,729.77203,,0,11,0,10
10/17/16 02:15,13,0.04005,0,0.625,107.61543,243.25734,20,5.63,0,162.17156,9,0.05006,0,7.5,324.34312,,0,9,0.01001,10
10/17/16 02:30,10,0.04005,0,1.5,79.07952,0,20,5.62,81.08578,0,9,0.05006,11,7.5,891.94359,,0,9,0,0
10/17/16 02:45,11,0.04005,0,1.375,79.08953,324.34312,20,5.63,0,81.08578,9,0.05006,1,7.5,891.94359,,0,9,0.01001,10
10/17/16 03:00,7,0.07009,0,1.375,78.88927,0,20,5.62,0,0,9,0.0801,0,6.75,243.25734,,0,10,0,0
10/17/16 03:15,7,0.04005,0,1.5,130.324,324.34312,20,5.81,0,162.17156,9,0.05006,0,7.5,729.77203,,1,9,0.01001,10
10/17/16 03:30,7,0.04005,0,0.625,82.85426,0,20,5.82,0,0,9,0.06008,0,7.5,324.34312,,0,9,0.01001,0
10/17/16 03:45,8,0.05006,0,2.25,82.84425,243.25734,30,6,0,81.08578,9,0.05006,0,7.5,891.94359,,0,9,0,0
10/17/16 04:00,7,0.07009,0,0.625,82.85426,0,20,6,0,81.08578,9,0.10013,5,6.75,810.85781,,0,9,0.01001,10
10/17/16 04:15,8,0.05006,0,1.375,157.03762,324.34312,20,6.56,0,81.08578,9,0.05006,12,7.5,324.34312,,0,9,0,0
10/17/16 04:30,7,0.04005,0,1.5,87.21976,0,20,6.56,0,0,9,0.06008,13,6.75,729.77203,,0,9,0.01001,10
10/17/16 04:45,7,0.05006,0,1.375,87.20974,243.25734,20,6.19,0,162.17156,9,0.06008,11,7.5,243.25734,,0,9,0.01001,10
10/17/16 05:00,8,0.09011,0,0.625,87.20974,81.08578,30,6,0,0,9,0.11014,0,7.5,891.94359,,0,9,0,10
10/17/16 05:15,9,0.05006,0,1.5,189.01786,243.25734,20,6.19,0,81.08578,9,0.06008,1,8.25,891.94359,,4,11,0.01001,10
10/17/16 05:30,9,0.05006,0,1.375,92.10591,0,30,6.37,0,0,9,0.06008,14,13.5,324.34312,,15,11,0.01001,10
10/17/16 05:45,9,0.04005,10,,92.14596,324.34312,20,6.38,0,162.17156,12,0.06008,12,18.75,729.77203,,13,11,0.01001,30
10/17/16 06:00,9,0.12015,10,1.375,92.05585,243.25734,20,8.06,0,0,13.5,0.14018,16,18,324.34312,,2,12,0,20
10/17/16 06:15,9,0.05006,20,,227.48627,0,20,8.62,0,81.08578,15,0.06008,11,18,891.94359,,0,15,0.01001,0
10/17/16 06:30,15,0.05006,0,2.25,97.48267,243.25734,30,8.63,0,0,15,0.06008,11,18.75,243.25734,,6,15,0.01001,10
10/17/16 06:45,14,0.05006,10,0.625,97.47266,81.08578,20,9.37,0,162.17156,13.5,0.06008,15,18.75,891.94359,,2,15,0.01001,0
10/17/16 07:00,16,0.13017,0,2.25,97.46265,243.25734,20,9.19,0,0,10.5,0.17022,20,18.75,729.77203,,21,15,0.01001,10
10/17/16 07:15,20,0.05006,0,0.625,274.22509,0,20,9,243.25734,81.08578,12,0.06008,0,18,243.25734,,2,15,0,10
10/17/16 07:30,19,0.06008,0,2.125,103.55031,324.34312,30,9.19,324.34312,162.17156,12,0.07009,7,18.75,729.77203,,0,14,0.02003,0
10/17/16 07:45,20,0.05006,0,2.25,103.90075,324.34312,30,10.31,81.08578,0,12,0.07009,11,18,324.34312,,3,14,0.01001,30
10/17/16 08:00,21,0.1602,0,2.125,103.58035,243.25734,40,10.31,81.08578,81.08578,12,0.19024,0,17.25,810.85781,,3,14,0,10
10/17/16 08:15,22,0.05006,0,1.375,340.5886,0,30,10.32,0,0,12,0.07009,1,19.5,891.94359,,19,17,0.01001,10
10/17/16 08:30,23,0.06008,10,1.5,110.459,324.34312,20,10.5,162.17156,162.17156,12,0.07009,0,19.5,324.34312,,8,19,0.03004,10
10/17/16 08:45,23,0.06008,10,2.125,110.8495,324.34312,40,10.5,81.08578,162.17156,12,0.0801,0,19.5,891.94359,,1,18,0,10
10/17/16 09:00,22,0.19024,20,2.125,115.79572,324.34312,170,9.93,0,81.08578,13.5,0.2403,11,19.5,243.25734,,24,19,0.01001,40
10/17/16 09:15,23,0.06008,20,2.25,419.24759,243.25734,150,10.32,0,0,16.5,0.0801,2,19.5,810.85781,,10,18,0.01001,20
10/17/16 09:30,23,0.06008,20,2.125,123.50542,324.34312,300,10.68,81.08578,162.17156,16.5,0.07009,13,18.75,729.77203,,9,17,0.03004,10
10/17/16 09:45,22,0.06008,30,2.125,129.98357,324.34312,430,11.07,81.08578,81.08578,18,0.0801,13,20.25,243.25734,,3,18,0.01001,20
10/17/16 10:00,23,0.23029,50,1.5,126.94975,0,160,11.43,81.08578,0,16.5,0.29036,11,19.5,810.85781,,6,18,0,30
10/17/16 10:15,23,0.07009,10,2.125,496.15437,243.25734,150,11.63,162.17156,162.17156,18,0.0801,1,20.25,810.85781,,28,18,0.01001,40
10/17/16 10:30,24,0.06008,50,2.125,127.4604,324.34312,40,10.5,324.34312,81.08578,16.5,0.0801,2,20.25,324.34312,,174,18,0.04005,20
10/17/16 10:45,23,0.07009,20,1.375,127.57054,0,30,11.06,0,0,18,0.0801,16,22.5,729.77203,,66,20,0.01001,40
10/17/16 11:00,24,0.28035,20,2.25,127.44037,324.34312,30,10.88,243.25734,162.17156,18,0.36045,24,21.75,810.85781,,57,18,0,50
10/17/16 11:15,23,0.07009,50,1.375,610.8487,243.25734,30,10.68,81.08578,81.08578,18,0.0801,45,21,243.25734,,68,19,0.01001,30
10/17/16 11:30,24,0.07009,40,2.125,138.11381,0,30,10.32,0,0,16.5,0.09011,17,21,810.85781,,186,18,0.05006,40
10/17/16 11:45,24,0.07009,60,0.625,138.08377,324.34312,20,11.25,81.08578,162.17156,19.5,0.09011,2,21.75,324.34312,,195,18,0.01001,60
10/17/16 12:00,25,0.35044,60,2.125,138.24397,243.25734,30,12,0,81.08578,18,0.43054,2,21.75,810.85781,,103,18,0.01001,30
10/17/16 12:15,24,0.07009,30,1.5,759.61591,0,30,11.62,0,0,19.5,0.09011,12,21.75,729.77203,,54,18,0.01001,30
10/17/16 12:30,24,0.0801,60,2.125,150.64958,324.34312,40,11.63,243.25734,162.17156,18,0.10013,2,21.75,324.34312,,190,18,0.05006,30
10/17/16 12:45,24,0.07009,60,1.375,150.62956,0,40,12,243.25734,162.17156,19.5,0.09011,11,22.5,810.85781,,101,19,0.01001,40
10/17/16 13:00,24,0.43054,70,1.375,150.78976,324.34312,40,12.18,162.17156,0,18,0.54068,13,22.5,891.94359,,177,18,0.01001,70
10/17/16 13:15,24,0.09011,80,1.375,956.55374,162.17156,40,12.57,486.51469,81.08578,19.5,0.10013,13,21.75,810.85781,,66,19,0.01001,30
10/17/16 13:30,25,0.0801,50,0.625,165.64846,81.08578,30,12,81.08578,162.17156,19.5,0.10013,12,21.75,324.34312,,13,18,0.07009,40
10/17/16 13:45,25,0.0801,40,2.125,165.86873,324.34312,30,12,648.68625,0,19.5,0.10013,25,21.75,891.94359,,35,19,0.01001,40
10/17/16 14:00,25,0.54068,90,1.375,165.84871,0,30,12,162.17156,81.08578,19.5,0.68086,2,21.75,810.85781,,190,19,0.01001,50
10/17/16 14:15,25,0.09011,60,2.25,1224.4008,324.34312,20,10.68,324.34312,162.17156,18,0.11014,13,21,243.25734,,37,20,0.01001,90
10/17/16 14:30,25,0.09011,90,1.375,184.50218,0,130,10.13,0,0,19.5,0.11014,11,21,810.85781,,22,19,0.09011,40
10/17/16 14:45,25,0.09011,90,1.375,184.29191,243.25734,30,10.12,81.08578,81.08578,19.5,0.12015,24,21.75,973.02937,,12,20,0.01001,40
10/17/16 15:00,26,0.70088,100,2.125,184.29191,324.34312,30,9.94,0,162.17156,19.5,0.86108,12,21.75,810.85781,,14,19,0.02003,70
10/17/16 15:15,25,0.10013,50,1.375,1599.633,0,30,10.31,162.17156,0,19.5,0.12015,13,21.75,324.34312,,9,19,0.01001,40
10/17/16 15:30,25,0.10013,60,2.125,207.09061,243.25734,30,10.5,162.17156,162.17156,19.5,0.13017,13,22.5,729.77203,,6,20,0.11014,40
10/17/16 15:45,25,0.10013,60,2.25,207.14067,0,30,10.13,162.17156,0,18,0.12015,14,22.5,324.34312,,21,20,0.02003,40
10/17/16 16:00,25,0.90114,70,2.125,207.13065,324.34312,30,9.75,0,81.08578,19.5,1.13142,22,22.5,891.94359,,7,19,0.01001,20
10/17/16 16:15,24,0.12015,40,1.375,2145.41983,324.34312,30,10.69,0,0,19.5,0.14018,1,21.75,973.02937,,12,19,0.02003,70
10/17/16 16:30,25,0.11014,60,1.375,236.96821,0,30,12,0,162.17156,19.5,0.14018,23,22.5,729.77203,,12,19,0.15019,30
10/17/16 16:45,24,0.11014,30,2.125,236.71789,324.34312,30,11.06,0,81.08578,18,0.14018,23,21.75,324.34312,,21,20,0.01001,50
10/17/16 17:00,25,1.21152,60,2.25,236.66782,0,30,10.5,0,0,19.5,1.5119,23,22.5,729.77203,,6,19,0.02003,40
10/17/16 17:15,25,0.13017,50,1.375,2979.43937,243.25734,20,10.69,162.17156,162.17156,18,0.1602,26,21.75,243.25734,,12,18,0.02003,40
10/17/16 17:30,24,0.13017,70,2.125,276.14751,0,30,10.31,0,0,18,0.1602,14,21.75,891.94359,,5,18,0.20025,40
10/17/16 17:45,23,0.13017,20,1.375,276.1375,324.34312,30,10.31,81.08578,81.08578,16.5,0.1602,13,24,891.94359,,10,17,0.02003,20
10/17/16 18:00,24,1.68212,50,1.5,276.19757,0,20,10.31,81.08578,162.17156,16.5,2.09263,0,22.5,324.34312,,39,17,0.01001,50
10/17/16 18:15,23,0.15019,20,1.375,4336.70737,243.25734,30,10.13,405.4289,0,16.5,0.19024,11,24,973.02937,,50,17,0.02003,10
